title,year,country_1,country_2,country_3,language,duration,genre_1,genre_2,genre_3,production_company,director,description,actor_1,listing_1,actor_2,listing_2,actor_3,listing_3,budget_USD,usa_gross_income,worlwide_gross_income,avg_user_rating,votes,reviews_from_users,metascore,reviews_from_critics,male_avg_rating,male_votes,female_avg_rating,female_votes,avg_rating_<18yrs,votes_<18yrs,avg_rating_18-30yrs,votes_18-30yrs,avg_rating_30-45yrs,votes_30-45yrs,avg_rating_>45yrs,votes_>45yrs,positive_votes,neutral_votes,negative_votes,percentage_of_positive_reviews,overall_eval
Dancer in the Dark,2000,Denmark, Germany, Netherlands,"English, German, Czech",140,Crime, Drama, Musical,Zentropa Entertainments,Lars von Trier,"An east European girl goes to America with her young son, expecting it to be like a Hollywood film.",Björk,D,Catherine Deneuve,D,David Morse,D,12800000.0,4184036.0,40031879.0,8.0,95580,704.0,61.0,130.0,7.9,56936.0,8.1,18293.0,8.2,39.0,8.2,16447.0,8.0,44899.0,7.5,12491.0,80836,10317,4427,0.85,1
Bridget Jones's Diary,2001,UK, France, USA,English,97,Comedy, Drama, Romance,Miramax,Sharon Maguire,A British woman is determined to improve herself while she looks for love in a year in which she keeps a personal diary.,Renée Zellweger,B,Gemma Jones,D,Celia Imrie,D,25000000.0,71543427.0,281929795.0,6.7,211066,582.0,66.0,96.0,6.4,87919.0,7.2,76813.0,6.9,99.0,6.8,45603.0,6.6,87620.0,6.8,26939.0,135902,67304,7860,0.64,1
Gosford Park,2001,USA, UK, Italy,English,131,Comedy, Drama, Mystery,USA Films,Robert Altman,The lives of upstairs guests and downstairs servants at a party in 1932 in a country house in England as they investigate a murder involving one of them.,Maggie Smith,B,Michael Gambon,D,Kristin Scott Thomas,D,19800000.0,41308615.0,87754044.0,7.2,75134,654.0,90.0,182.0,7.2,43621.0,7.5,14756.0,6.9,7.0,7.3,7764.0,7.2,32996.0,7.4,16988.0,56121,15806,3207,0.75,1
Don't Say a Word,2001,USA, Australia, Switzerland,"English, Italian, Chinese",113,Drama, Mystery, Thriller,Regency Enterprises,Gary Fleder,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret...",Michael Douglas,A,Sean Bean,D,Brittany Murphy,D,50000000.0,55001642.0,100020092.0,6.3,46466,252.0,38.0,115.0,6.2,28247.0,6.6,7671.0,8.0,3.0,6.6,4376.0,6.2,22548.0,6.3,8295.0,21844,22745,1877,0.47,0
The Others,2001,Spain, USA, France,"English, French",101,Horror, Mystery, Thriller,Cruise/Wagner Productions,Alejandro Amenábar,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,Nicole Kidman,A,Fionnula Flanagan,D,Christopher Eccleston,C,17000000.0,96522687.0,209947037.0,7.6,319583,1129.0,74.0,253.0,7.6,189751.0,7.7,64365.0,7.8,120.0,7.6,65024.0,7.6,146658.0,7.6,35592.0,269130,45165,5288,0.84,1
The Score,2001,Germany, Canada, USA,"English, French",124,Crime, Drama, Thriller,Paramount Pictures,Frank Oz,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,Robert De Niro,A,Edward Norton,B,Marlon Brando,D,68000000.0,71107711.0,113579918.0,6.8,114703,458.0,71.0,143.0,6.8,84393.0,6.8,8179.0,7.0,16.0,7.0,14284.0,6.8,60013.0,6.8,16313.0,77962,34656,2085,0.68,1
Enemy at the Gates,2001,Ireland, UK, France,"English, German, Russian",131,Drama, History, War,Swanford Films,Jean-Jacques Annaud,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,Jude Law,A,Ed Harris,D,Rachel Weisz,B,68000000.0,51401758.0,96976270.0,7.6,228842,692.0,53.0,192.0,7.6,167530.0,7.5,16181.0,7.7,57.0,7.7,45421.0,7.6,106736.0,7.5,25382.0,195592,30155,3095,0.85,1
Hannibal,2001,USA, UK, Italy,"English, Italian, Japanese",131,Crime, Drama, Thriller,Metro-Goldwyn-Mayer (MGM),Ridley Scott,"Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim.",Anthony Hopkins,A,Julianne Moore,B,Gary Oldman,C,87000000.0,165092268.0,351692268.0,6.8,240945,1383.0,57.0,285.0,6.8,161073.0,7.0,32113.0,6.7,72.0,7.0,46389.0,6.8,114845.0,6.6,26987.0,152203,79330,9412,0.63,1
Lara Croft: Tomb Raider,2001,USA, UK, Japan,English,100,Action, Adventure, Fantasy,Paramount Pictures,Simon West,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.,Angelina Jolie,A,Jon Voight,D,Iain Glen,D,115000000.0,131168070.0,274703340.0,5.8,188967,834.0,33.0,208.0,5.7,122699.0,6.2,27248.0,5.8,76.0,5.9,41218.0,5.7,82671.0,6.0,21587.0,63901,106687,18379,0.34,0
About a Boy,2002,UK, USA, France,English,101,Comedy, Drama, Romance,Universal Pictures,"Chris Weitz, Paul Weitz","A cynical, immature young man is taught how to act like a grown-up by a little boy.",Hugh Grant,B,Nicholas Hoult,D,Sharon Small,D,30000000.0,41385278.0,130549455.0,7.0,164397,420.0,75.0,167.0,7.0,87374.0,7.1,45621.0,7.8,55.0,7.0,34331.0,7.0,73702.0,7.1,22090.0,122197,38709,3491,0.74,1
The Scorpion King,2002,USA, Germany, Belgium,English,92,Action, Adventure, Fantasy,Universal Pictures,Chuck Russell,"A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown.",Dwayne Johnson,A,Steven Brand,D,Michael Clarke Duncan,D,60000000.0,91047077.0,167164779.0,5.5,124930,435.0,45.0,175.0,5.5,87176.0,5.6,13564.0,5.7,313.0,5.6,29894.0,5.4,54219.0,5.7,13049.0,35678,75591,13661,0.29,0
Spider,2002,Canada, UK, France,English,98,Drama, Mystery, Thriller,Odeon Films,David Cronenberg,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood.",Ralph Fiennes,A,Miranda Richardson,D,Gabriel Byrne,D,10000000.0,1642483.0,5808941.0,6.8,34102,216.0,83.0,117.0,6.8,23106.0,6.8,4134.0,6.4,5.0,6.9,3540.0,6.8,17228.0,6.7,6154.0,22089,10165,1848,0.65,1
Return to Never Land,2002,USA, Canada, Australia,English,72,Animation, Adventure, Family,Disney Television Animation,"Robin Budd, Donovan Cook","In London during World War II, this is the story of Wendy's daughter, Jane, who is kidnapped by Captain Hook and Peter Pan must come to the rescue.",Harriet Owen,D,Blayne Weaver,D,Corey Burton,D,20000000.0,48430258.0,115121981.0,5.8,17029,82.0,49.0,81.0,5.6,7806.0,6.1,5443.0,5.5,42.0,5.8,7025.0,5.7,4365.0,5.8,1406.0,6022,9490,1517,0.35,0
Resident Evil,2002,UK, Germany, France,English,100,Action, Horror, Sci-Fi,Constantin Film,Paul W.S. Anderson,"A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.",Ryan McCluskey,D,Oscar Pearce,D,Indra Ové,D,33000000.0,40119709.0,102984862.0,6.7,235527,1140.0,33.0,235.0,6.7,164929.0,7.1,26122.0,6.6,78.0,6.8,51542.0,6.7,112838.0,6.7,21098.0,147148,76334,12045,0.62,1
Chicago,2002,USA, Germany, Canada,"English, Hungarian",113,Comedy, Crime, Musical,Miramax,Rob Marshall,"Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention.",Taye Diggs,D,Cliff Saunders,D,Catherine Zeta-Jones,A,45000000.0,170687518.0,306776732.0,7.1,204562,1022.0,82.0,228.0,7.0,100964.0,7.5,57896.0,7.7,73.0,7.5,39004.0,7.0,86280.0,7.0,28969.0,148815,44324,11423,0.73,1
Bend It Like Beckham,2002,UK, Germany, USA,"English, Punjabi, Hindi, German",112,Comedy, Drama, Romance,Kintop Pictures,Gurinder Chadha,The daughter of orthodox Sikh rebels against her parents' traditionalism and joins a football team.,Parminder Nagra,D,Keira Knightley,A,Jonathan Rhys Meyers,D,4410200.34,32543449.0,76583333.0,6.6,100443,445.0,66.0,162.0,6.4,50708.0,6.9,28861.0,6.7,30.0,6.4,22656.0,6.5,41471.0,7.0,13803.0,63057,33083,4303,0.63,1
Frida,2002,USA, Canada, Mexico,"English, French, Russian",123,Biography, Drama, Romance,Handprint Entertainment,Julie Taymor,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",Salma Hayek,B,Mía Maestro,D,Amelia Zapata,D,12000000.0,25885000.0,56298474.0,7.4,76021,281.0,61.0,128.0,7.2,36507.0,7.8,24023.0,7.5,27.0,7.5,13324.0,7.3,34532.0,7.3,11305.0,61624,12807,1590,0.81,1
Feardotcom,2002,UK, Germany, Luxembourg,English,101,Crime, Horror, Thriller,MDP Worldwide,William Malone,A New York City detective investigates mysterious deaths occurring 48 hours after users log onto a site named feardotcom.,Stephen Dorff,D,Natascha McElhone,D,Stephen Rea,D,40000000.0,13258249.0,18902015.0,3.4,19090,399.0,16.0,103.0,3.3,11920.0,3.7,2834.0,2.4,7.0,3.4,1953.0,3.3,9679.0,3.6,2982.0,1943,6390,10757,0.1,0
Harry Potter and the Chamber of Secrets,2002,UK, USA, Germany,English,161,Adventure, Family, Fantasy,Warner Bros.,Chris Columbus,An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.,Daniel Radcliffe,A,Rupert Grint,A,Emma Watson,A,100000000.0,262450136.0,879465594.0,7.4,506331,893.0,63.0,236.0,7.2,283992.0,7.9,102673.0,7.7,870.0,7.6,165316.0,7.1,166122.0,7.3,37750.0,406547,88323,11461,0.8,1
The Bourne Identity,2002,USA, Germany, Czech Republic,"English, French, German, Dutch, Italian",119,Action, Mystery, Thriller,Universal Pictures,Doug Liman,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",Matt Damon,A,Franka Potente,D,Chris Cooper,D,60000000.0,121661683.0,214034224.0,7.9,482429,884.0,68.0,248.0,7.9,335687.0,7.8,48807.0,7.8,225.0,7.9,112218.0,7.9,208164.0,8.0,49730.0,439894,38981,3554,0.91,1
Reign of Fire,2002,USA, UK, Ireland,English,101,Action, Adventure, Fantasy,Spyglass Entertainment,Rob Bowman,"A brood of fire-breathing dragons emerges from the earth and begins setting everything ablaze, establishing dominance over the planet.",Christian Bale,A,Matthew McConaughey,A,Izabella Scorupco,D,60000000.0,43061982.0,82150183.0,6.2,121146,588.0,39.0,147.0,6.2,87271.0,6.3,11773.0,6.0,18.0,6.3,19070.0,6.2,61228.0,6.3,16489.0,55331,58770,7045,0.46,0
The Pianist,2002,UK, France, Poland,"English, German, Russian",150,Biography, Drama, Music,R.P. Productions,Roman Polanski,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,Adrien Brody,D,Emilia Fox,D,Michal Zebrowski,D,35000000.0,32572577.0,120072577.0,8.5,665166,838.0,85.0,190.0,8.5,402847.0,8.6,106728.0,8.8,535.0,8.7,180338.0,8.4,251696.0,8.2,52413.0,621096,33013,11057,0.93,1
Unfaithful,2002,France, Germany, USA,"English, French",124,Drama, Romance, Thriller,Fox 2000 Pictures,Adrian Lyne,A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.,Diane Lane,C,Erik Per Sullivan,D,Richard Gere,A,50000000.0,52775765.0,119137784.0,6.7,75023,545.0,63.0,157.0,6.6,42433.0,6.8,17975.0,7.1,7.0,6.8,10326.0,6.7,36607.0,6.7,12023.0,46334,25993,2696,0.62,1
Rollerball,2002,USA, Germany, Japan,"English, Russian, French, Arabic, Korean, German, Japanese",98,Action, Sci-Fi, Sport,Atlas Entertainment,John McTiernan,The big thing in 2005 is a violent sport which can have some pretty serious consequences... like dying.,Chris Klein,D,Jean Reno,D,LL Cool J,D,70000000.0,18990798.0,25852764.0,3.1,24762,290.0,14.0,156.0,3.1,18045.0,3.4,1615.0,1.8,4.0,3.3,2092.0,3.0,13112.0,3.0,4186.0,2173,6912,15677,0.09,0
The Count of Monte Cristo,2002,UK, USA, Ireland,English,131,Action, Adventure, Drama,Touchstone Pictures,Kevin Reynolds,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",Jim Caviezel,D,Guy Pearce,B,Richard Harris,B,35000000.0,54234062.0,75395048.0,7.8,122325,579.0,61.0,136.0,7.7,79656.0,7.9,19540.0,7.9,24.0,7.9,22876.0,7.7,58967.0,7.5,14670.0,106106,14410,1809,0.87,1
K-19: The Widowmaker,2002,UK, Germany, Canada,"English, Russian",138,Drama, History, Thriller,First Light Production,Kathryn Bigelow,"When Russia's first nuclear submarine malfunctions on its maiden voyage, the crew must race to save the ship and prevent a nuclear disaster.",Sam Spruell,D,Peter Stebbings,D,Christian Camargo,D,100000000.0,35168966.0,65716126.0,6.7,56524,281.0,58.0,125.0,6.7,41369.0,6.7,3406.0,7.8,4.0,6.9,5736.0,6.6,26655.0,6.7,11480.0,34771,20127,1626,0.62,1
Peter Pan,2003,UK, Australia, USA,"English, North American Indian",113,Adventure, Family, Fantasy,Universal Pictures,P.J. Hogan,"The Darling family children receive a visit from Peter Pan, who takes them to Never Never Land where an ongoing war with the evil Pirate Captain Hook is taking place.",Jason Isaacs,D,Jeremy Sumpter,D,Rachel Hurd-Wood,D,100000000.0,48462608.0,121975011.0,6.8,62748,485.0,64.0,160.0,6.5,27233.0,7.3,22858.0,6.6,64.0,6.8,21065.0,6.7,21467.0,6.9,6107.0,42442,17933,2373,0.68,1
Love Actually,2003,UK, USA, France,"English, Portuguese, French",135,Comedy, Drama, Romance,Universal Pictures,Richard Curtis,"Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.",Bill Nighy,B,Gregor Fisher,D,Rory MacGregor,D,40000000.0,59696144.0,244931766.0,7.6,392309,1090.0,55.0,227.0,7.5,192949.0,7.8,120147.0,7.5,202.0,7.5,95087.0,7.6,166771.0,7.7,40669.0,320192,60994,11123,0.82,1
Gothika,2003,USA, France, Canada,English,98,Horror, Mystery, Thriller,Columbia Pictures,Mathieu Kassovitz,"A depressed female psychiatrist wakes up as a patient in the asylum where she worked, with no memory of why she is there or what she has done.",Halle Berry,B,Robert Downey Jr.,A,Charles S. Dutton,D,40000000.0,59694580.0,141591324.0,5.8,102088,381.0,38.0,209.0,5.7,62480.0,6.1,21267.0,5.5,16.0,5.9,16842.0,5.8,52876.0,5.9,12231.0,37290,55651,9147,0.37,0
The League of Extraordinary Gentlemen,2003,USA, Germany, Czech Republic,"English, German, Italian",110,Action, Adventure, Fantasy,Angry Films,Stephen Norrington,"In an alternate Victorian Age world, a group of famous contemporary fantasy, science fiction, and adventure characters team up on a secret mission.",Sean Connery,B,Naseeruddin Shah,D,Peta Wilson,D,78000000.0,66465204.0,179265204.0,5.8,159828,800.0,30.0,212.0,5.8,112255.0,6.2,18083.0,5.3,30.0,6.1,31138.0,5.7,75205.0,5.9,20512.0,60796,81784,17248,0.38,0
The Last Samurai,2003,USA, New Zealand, Japan,"English, Japanese",154,Action, Drama, War,Warner Bros.,Edward Zwick,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,Ken Watanabe,D,Tom Cruise,A,William Atherton,D,140000000.0,111127263.0,454627263.0,7.7,376694,994.0,55.0,168.0,7.7,266694.0,7.5,35035.0,8.1,125.0,7.9,84381.0,7.6,171369.0,7.5,35087.0,322241,47501,6952,0.86,1
Lara Croft Tomb Raider: The Cradle of Life,2003,USA, Germany, Japan,"English, Mandarin",117,Action, Adventure, Fantasy,Paramount Pictures,Jan de Bont,"Adventurer Lara Croft goes on a quest to save the mythical Pandora's Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her.",Angelina Jolie,A,Gerard Butler,A,Ciarán Hinds,D,95000000.0,65660196.0,156505388.0,5.5,124229,325.0,43.0,169.0,5.5,81842.0,6.0,18248.0,5.8,48.0,5.7,28645.0,5.4,54760.0,5.8,13634.0,35329,75374,13526,0.28,0
Underworld,2003,USA, UK, Germany,English,121,Action, Fantasy, Thriller,Lakeshore Entertainment,Len Wiseman,"Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.",Kate Beckinsale,B,Scott Speedman,D,Michael Sheen,D,22000000.0,51970690.0,95708457.0,7.0,242797,820.0,42.0,233.0,7.0,163788.0,7.3,34628.0,7.2,60.0,7.1,52398.0,7.0,115977.0,7.1,24416.0,173932,60576,8289,0.72,1
House of the Dead,2003,Germany, Canada, USA,English,90,Action, Adventure, Horror,Boll Kino Beteiligungs GmbH & Co. KG,Uwe Boll,"A group of college students travels to a mysterious island to attend a rave, which is soon taken over by bloodthirsty zombies.",Jonathan Cherry,D,Tyron Leitso,D,Clint Howard,D,12000000.0,10249719.0,13818181.0,2.0,35070,591.0,15.0,142.0,2.0,26031.0,2.3,2682.0,1.8,14.0,1.9,4674.0,2.0,19644.0,2.5,3996.0,2496,4164,28410,0.07,0
The Italian Job,2003,USA, France, UK,"English, Russian, Italian",111,Action, Crime, Thriller,Paramount Pictures,F. Gary Gray,"After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.",Mark Wahlberg,A,Charlize Theron,A,Donald Sutherland,D,60000000.0,106128601.0,176070171.0,7.0,327150,509.0,68.0,165.0,7.0,231571.0,7.1,35305.0,7.0,80.0,7.1,80238.0,6.9,147632.0,6.9,29853.0,237834,82750,6566,0.73,1
The Life of David Gale,2003,USA, Germany, UK,"English, Spanish",130,Crime, Drama, Thriller,Universal Pictures,Alan Parker,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,Kate Winslet,A,Cleo King,D,Constance Jones,D,38000000.0,19955598.0,38955598.0,7.6,103314,429.0,31.0,138.0,7.5,66365.0,7.9,17720.0,7.2,19.0,7.8,16835.0,7.6,52930.0,7.3,12381.0,87048,13907,2359,0.84,1
Les triplettes de Belleville,2003,France, Belgium, Canada,"French, Portuguese, English",78,Animation, Comedy, Drama,Les Armateurs,Sylvain Chomet,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",Jean-Claude Donda,D,Dirk Denoyelle,D,Monica Viegas,D,9500000.0,7007149.0,14776760.0,7.8,48515,308.0,91.0,175.0,7.7,30155.0,8.0,8902.0,7.8,15.0,7.9,8068.0,7.8,23414.0,7.7,7160.0,41275,5809,1431,0.85,1
Johnny English,2003,UK, France, USA,"English, French, Japanese",88,Action, Adventure, Comedy,Universal Pictures,Peter Howitt,"After a sudden attack on the MI5, Johnny English, Britain's most confident yet unintelligent spy, becomes Britain's only spy.",Rowan Atkinson,A,Tasha de Vasconcelos,D,Ben Miller,D,40000000.0,28082366.0,160466000.0,6.2,139881,307.0,51.0,126.0,6.2,99799.0,6.1,13899.0,7.0,163.0,6.5,46617.0,5.9,52212.0,5.9,11300.0,65497,66115,8269,0.47,0
Cold Mountain,2003,UK, Italy, Romania,English,154,Adventure, Drama, History,Miramax,Anthony Minghella,"In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart.",Jude Law,A,Nicole Kidman,A,Renée Zellweger,B,79000000.0,95636509.0,173013509.0,7.2,133905,689.0,73.0,188.0,7.2,76986.0,7.3,31682.0,7.9,8.0,7.4,19815.0,7.1,65087.0,7.2,21494.0,102083,28126,3696,0.76,1
The Core,2003,USA, Germany, Canada,English,135,Action, Adventure, Sci-Fi,Paramount Pictures,Jon Amiel,The only way to save Earth from catastrophe is to drill down to the core and set it spinning again.,Christopher Shyer,D,Ray Galletti,D,Eileen Pedde,D,60000000.0,31186896.0,73498611.0,5.5,87391,498.0,48.0,154.0,5.5,62930.0,5.7,8444.0,6.5,22.0,5.7,14543.0,5.4,41995.0,5.5,13203.0,25976,49039,12376,0.3,0
Wimbledon,2004,UK, France, USA,"English, Italian",98,Comedy, Romance, Sport,Universal Pictures,Richard Loncraine,"A pro tennis player has lost his ambition and has fallen in rank to 119. Fortunately for him, he meets a young player on the women's circuit who helps him recapture his focus for Wimbledon.",Kirsten Dunst,C,Paul Bettany,A,Sam Neill,D,31000000.0,17001133.0,41512007.0,6.3,57280,177.0,59.0,122.0,6.3,31731.0,6.4,15823.0,5.5,6.0,6.4,11610.0,6.3,27900.0,6.3,7120.0,29163,25230,2887,0.51,0
Hotel Rwanda,2004,UK, South Africa, Italy,"English, French",121,Biography, Drama, History,United Artists,Terry George,Paul Rusesabagina was a hotel manager who housed over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda.,Xolani Mali,D,Don Cheadle,A,Desmond Dube,D,17500000.0,23530892.0,33882243.0,8.1,318608,655.0,79.0,152.0,8.1,212490.0,8.2,43705.0,8.0,105.0,8.1,69694.0,8.1,145406.0,7.9,32342.0,291862,21253,5493,0.92,1
Der Untergang,2004,Germany, Austria, Italy,"German, Russian",156,Biography, Drama, History,Constantin Film,Oliver Hirschbiegel,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",Bruno Ganz,D,Alexandra Maria Lara,D,Corinna Harfouch,D,14850000.000000002,5509040.0,92181574.0,8.2,312139,614.0,82.0,206.0,8.2,222768.0,8.1,27618.0,8.4,152.0,8.2,68360.0,8.2,140275.0,8.3,33212.0,286256,20580,5303,0.92,1
King Arthur,2004,USA, UK, Ireland,"English, Latin, Irish, Welsh, Scottish Gaelic",126,Action, Adventure, Drama,Touchstone Pictures,Antoine Fuqua,A demystified take on the tale of King Arthur and the Knights of the Round Table.,Clive Owen,C,Ioan Gruffudd,C,Mads Mikkelsen,B,120000000.0,51882244.0,203567857.0,6.3,153782,911.0,46.0,177.0,6.3,104303.0,6.4,21567.0,7.1,17.0,6.4,31136.0,6.2,72687.0,6.4,18798.0,76299,67323,10160,0.5,0
AVP: Alien vs. Predator,2004,USA, UK, Czech Republic,"English, Italian",101,Action, Adventure, Horror,Twentieth Century Fox,Paul W.S. Anderson,"During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win.",Sanaa Lathan,D,Raoul Bova,D,Lance Henriksen,D,60000000.0,80282231.0,172544654.0,5.6,176704,1326.0,29.0,143.0,5.6,129582.0,5.9,11410.0,5.0,92.0,5.7,31967.0,5.5,84663.0,5.9,19985.0,58902,93893,23909,0.33,0
